id,hotelid,hotelname,address,city,country,zipcode,propertytype,starrating,latitude,longitude,Source,url,curr
51143,184471,Robinson Club Alpenrose Zurs,Zurs 82,Zurs am Arlberg,Austria,6763,Hotels,4,47.16819957,10.16355515,2,http://www.booking.com/hotel/at/robinson-club-alpenrose-zurs.en-gb.html,EUR
51144,184472,Robinson Club Amade,Dorf 16,Kleinarl,Austria,5603,Hotels,4,47.28034991,13.31711411,2,http://www.booking.com/hotel/at/robinson-club-amade.en-gb.html,EUR
51145,184473,Aldiana Club Ampflwang,Wormansedt 1,Ampflwang im Hausruckwald,Austria,4843,Hotels,4,48.09960389,13.54109734,2,http://www.booking.com/hotel/at/robinson-club-ampflwang.en-gb.html,EUR
51146,1844733,Family Hotel Southern Nights,"13, Sereko str.",Varvara,Bulgaria,8278,Hotels,2,42.12230121,27.89917119,2,http://www.booking.com/hotel/bg/family-southern-nights.en-gb.html,BGN
51147,184474,Banyan,Dorfstrasse 55,Sankt Anton am Arlberg,Austria,6580,Hotels,4,47.1313157,10.26774824,2,http://www.booking.com/hotel/at/banyan.en-gb.html,EUR
51148,184475,Robinson Club Schlanitzen Alm,Sonnleitn 2,Schlanitzen,Austria,9620,Hotels,4,46.5846229,13.2576254,2,http://www.booking.com/hotel/at/robinson-club-schlanitzen-alm.en-gb.html,EUR
51149,184480,Hotel Bergwelt,Kressbrunnenweg 9,Obergurgl,Austria,6456,Hotels,4,46.87168924,11.02926224,2,http://www.booking.com/hotel/at/bergwelt-gmbh.en-gb.html,EUR
51150,184481,Walch's Rote Wand Gourmethotel,Zug 5,Lech am Arlberg,Austria,6764,Hotels,4,47.20082465,10.10942549,2,http://www.booking.com/hotel/at/gasthof-rote-wand.en-gb.html,EUR
51151,184482,Naturhotel Taleu,Boden 21,Burserberg,Austria,6707,Hotels,4,47.1413035,9.77790713,2,http://www.booking.com/hotel/at/natur-landhotel-taleu.en-gb.html,EUR
51152,184483,Hotel Fischer,Kaiserstrasse 1,Sankt Johann in Tirol,Austria,6380,Hotels,3,47.5220335,12.42724299,2,http://www.booking.com/hotel/at/fischer.en-gb.html,EUR
51153,184486,Hotel Monika,Schulstrasse 200b,Gaschurn,Austria,6793,Hotels,3,46.98533202,10.02661228,2,http://www.booking.com/hotel/at/monika.en-gb.html,EUR
51154,1844884,Hotel Germani,Via Cavetto 8,Varazze,Italy,17019,Hotels,2,44.36081,8.58610292,2,http://www.booking.com/hotel/it/germani-varazze.en-gb.html,EUR
51155,184489,Hotel Jakobwirt,Peter-Neuschmid-Strasse 1,Westendorf,Austria,6363,Hotels,4,47.43226964,12.21393496,2,http://www.booking.com/hotel/at/jakobwirt.en-gb.html,EUR
51156,18449,Slottshotellet,Slottsvagen 7,Kalmar,Sweden,,Hotels,4,56.66146467,16.35456383,2,http://www.booking.com/hotel/se/slottshotellet-i-kalmar-ab.en-gb.html,SEK
51157,184491,Stadthotel Restaurant Auerhahn,Stadtplatz 26,Vocklabruck,Austria,4840,Hotels,3,48.00803462,13.65415514,2,http://www.booking.com/hotel/at/auerhahn.en-gb.html,EUR
51158,184492,Inntaler Hof,Moserer Dorfstrasse 2,Seefeld in Tirol,Austria,6100,Hotels,4,47.31137117,11.14383012,2,http://www.booking.com/hotel/at/inntalerhof.en-gb.html,EUR
51159,184495,Boutique Hotel & Apartments Am Essigmanngut,Reschbergerweg 22,Anif,Austria,5081,Hotels,3,47.73958852,13.05733144,2,http://www.booking.com/hotel/at/pension-cacilia-bed-breakfast.en-gb.html,EUR
51160,1844982,me and all hotel dusseldorf,Immermannstr. 23,Dusseldorf,Germany,40210,Hotels,4,51.22390375,6.78714117,2,http://www.booking.com/hotel/de/me-and-all-dusseldorf.en-gb.html,EUR
51161,18450,Elite Stadshotellet Karlstad,Kungsgatan 22,Karlstad,Sweden,65108,Hotels,4,59.38132831,13.50065634,2,http://www.booking.com/hotel/se/elite-stadshotellet-karlstad.en-gb.html,SEK
51162,1845004,Berghotel Sonnblick,Tannberg 165,Lech am Arlberg,Austria,6764,Hotels,4,47.20795042,10.1381659,2,http://www.booking.com/hotel/at/berghotel-sonnblick.en-gb.html,EUR
51163,184501,Zum Lamm,Hauptstrasse 5,Tarrenz,Austria,6464,Hotels,3,47.2634118,10.76543748,2,http://www.booking.com/hotel/at/zum-lamm.en-gb.html,EUR
51164,184502,Schonherr Haus,Stubaitalstrasse 79,Neustift im Stubaital,Austria,6167,Hotels,4,47.11156081,11.30985618,2,http://www.booking.com/hotel/at/schonherr-haus.en-gb.html,EUR
51165,184506,Golfblick - Familie Stumpf,Golfstrasse 6,Stegersbach,Austria,8291,Hotels,3,47.16251179,16.12624258,2,http://www.booking.com/hotel/at/golfblick-garni.en-gb.html,EUR
51166,184508,Alm.Gut - das Vital und Relaxhotel,Liftstrasse 166,Sankt Margarethen im Lungau,Austria,5581,Hotels,4,47.08071839,13.68970513,2,http://www.booking.com/hotel/at/almstubn-das-landhotel.en-gb.html,EUR
51167,184509,Hotel Univers,"Josep Pla, 1",Roses,Spain,17480,Hotels,3,42.25656128,3.182229996,5,https://www.agoda.com/en-gb/hotel-univers/hotel/roses-es.html,EUR
51168,18451,Elite Stadshotellet Lulea,Storgatan 15,Lulea,Sweden,97232,Hotels,4,65.58366896,22.14581966,2,http://www.booking.com/hotel/se/elite-stadshotellet-luleay.en-gb.html,SEK
51169,184510,Hotel IMLAUER Wien,Rotensterngasse 10,Vienna,Austria,1020,Hotels,4,48.21767549,16.38236135,2,http://www.booking.com/hotel/at/imlauer-nestroy.en-gb.html,EUR
51170,184511,Boutique Hotel Steinerwirt1493,Dreifaltigkeitsgasse 2,Zell am See,Austria,5700,Hotels,3,47.3234724,12.79676557,2,http://www.booking.com/hotel/at/boutique-steinerwirt1493.en-gb.html,EUR
51171,184512,City Hotel Stockerau,Hauptstrasse 49,Stockerau,Austria,2000,Hotels,4,48.38613333,16.21568888,2,http://www.booking.com/hotel/at/city-stockerau.en-gb.html,EUR
51172,184517,Wohlfuhlhotel Schiestl,Hochfugenerstr. 107,Fugen,Austria,6264,Hotels,4,47.33719044,11.84123397,2,http://www.booking.com/hotel/at/wohlfuhlhotel-schiestl.en-gb.html,EUR
51173,1845172,Hotel Rita,"Viale Marco Polo, 27",Cervia,Italy,48015,Hotels,3,44.26575084,12.35563194,2,http://www.booking.com/hotel/it/rita-cervia.en-gb.html,EUR
51174,184519,Hotel Regina,Dorfstrasse 101,Solden,Austria,6450,Hotels,4,46.9610913,11.00843087,2,http://www.booking.com/hotel/at/regina-solden.en-gb.html,EUR
51175,18452,Eksjo Stadshotell,Stora Torget,Eksjo,Sweden,,Hotels,3,57.66681345,14.97007102,2,http://www.booking.com/hotel/se/eksjap-stadshotell-ab.en-gb.html,SEK
51176,184521,Hotel Terminus,Fillgradergasse 4,Vienna,Austria,1060,Hotels,2,48.19972745,16.3597396,2,http://www.booking.com/hotel/at/terminus.en-gb.html,EUR
51177,184524,Hotel Fabrik Wien,Gaudenzdorfer Gurtel 73,Vienna,Austria,1120,Hotels,3,48.18734462,16.33968472,2,http://www.booking.com/hotel/at/fabrik.en-gb.html,EUR
51178,184527,Das smarte Hotel garni,Landstrasse 57,Hochst,Austria,6973,Hotels,3,47.46272478,9.62982237,2,http://www.booking.com/hotel/at/das-smarte-garni.en-gb.html,EUR
51179,18453,Stenungsbaden Yacht Club,Sodra Stenungson,Stenungsund,Sweden,,Resorts,4,58.06436052,11.8072933,2,http://www.booking.com/hotel/se/stenungsbaden-yacht-club.en-gb.html,SEK
51180,184531,Thermenhotel Gutenbrunn,Rollettgasse 6,Baden,Austria,2500,Hotels,4,48.0081064,16.22862518,2,http://www.booking.com/hotel/at/thermenvilla.en-gb.html,EUR
51181,184532,St. Martins Therme & Lodge,Im Seewinkel 1,Frauenkirchen,Austria,7132,Hotels,4,47.8083576,16.917395,2,http://www.booking.com/hotel/at/st-martins-therme-lodge.en-gb.html,EUR
51182,184534,Hotel Strasser,Eggenberger Gurtel 11,Graz,Austria,8020,Hotels,3,47.0702972,15.4198245,2,http://www.booking.com/hotel/at/strasser.en-gb.html,EUR
51183,184540,Aktiv Hotel Karnia,Radnig 18,Hermagor,Austria,9620,Hotels,3,46.64020345,13.36168706,2,http://www.booking.com/hotel/at/aktiv-karnia.en-gb.html,EUR
51184,1845415,Camping Le Val de Landrouet,14 Rue du Gouede,Merdrignac,France,22230,Campsites,3,48.19788238,-2.41737276,2,http://www.booking.com/hotel/fr/camping-le-val-de-landrouet.en-gb.html,EUR
51185,1845426,Hotel La Palazzina,Via Coppola 21,Casal Velino,Italy,84040,Hotels,3,40.19134993,15.15273689,2,https://www.booking.com/hotel/it/la-palazzina-casal-velino.en-gb.html,EUR
51186,184544,Aktiv- & Family Hotel Alpina,Kirchboden 97,Wagrain,Austria,5602,Hotels,4,47.3315844,13.30671251,2,http://www.booking.com/hotel/at/akiv-wellness-alpina.en-gb.html,EUR
51187,184546,Das Moerisch,Tangern 2,Seeboden,Austria,9871,Hotels,4,46.82435837,13.54290783,2,http://www.booking.com/hotel/at/landhotel-moerisch.en-gb.html,EUR
51188,1845468,Albergo Isonzo,Stradone della Mainizza 207,Gorizia,Italy,34170,Hotels,3,45.9261964,13.57222237,2,http://www.booking.com/hotel/it/albergo-isonzo.en-gb.html,EUR
51189,184548,Hotel Schloss Gabelhofen,Schlossgasse 54,Fohnsdorf,Austria,8753,Hotels,4,47.19151696,14.673931,2,http://www.booking.com/hotel/at/schloss-gabelhofen.en-gb.html,EUR
51190,184550,Austria Trend Hotel Alpine Resort Fieberbrunn,Lindau 18,Fieberbrunn,Austria,6391,Hotels,4,47.46666506,12.55487323,2,http://www.booking.com/hotel/at/austria-trend-alpine-resort-fieberbrunn.en-gb.html,EUR
51191,184554,Hotel Zentral,Stocklfeld 7,Kirchberg in Tirol,Austria,6365,Hotels,4,47.4481379,12.31101215,2,http://www.booking.com/hotel/at/zentral.en-gb.html,EUR
51192,184556,Hotel Oberforsthof,Alpendorf 11,Sankt Johann im Pongau,Austria,5600,Hotels,4,47.3238833,13.19689482,2,http://www.booking.com/hotel/at/oberforsthof.en-gb.html,EUR
51193,184557,Vienna Sporthotel,Baumgasse 83,Vienna,Austria,1030,Hotels,4,48.19105862,16.40843511,2,http://www.booking.com/hotel/at/vienna-sporthotel.en-gb.html,EUR
51194,184560,Das Mittelpunkt,Blumentalgasse 46,Morbisch am See,Austria,7072,Hotels,3,47.75042275,16.65863693,2,http://www.booking.com/hotel/at/das-mittelpunkt.en-gb.html,EUR
51195,184561,Hotel Ertl & mexican cantina salud,Bahnhofstrasse 26,Spittal an der Drau,Austria,9800,Hotels,4,46.79606763,13.48922074,2,http://www.booking.com/hotel/at/ertl-mexican-cantina-salud.en-gb.html,EUR
51196,1845610,IntercityHotel Braunschweig,Willy-Brandt-Platz 3,Braunschweig,Germany,38102,Hotels,4,52.2541342,10.54121775,2,http://www.booking.com/hotel/de/intercityhotel-braunschweig.en-gb.html,EUR
51197,1845618,Dominus Little Palace,Od Domina 10,Dubrovnik,Croatia,20000,Bed and breakfasts,4,42.6401799,18.1075311,2,http://www.booking.com/hotel/hr/dominus-little-palace.en-gb.html,EUR
51198,184567,Bellapais Monastery Village,Bellapais Yolu Girne,Ozankoy,Cyprus,9944,Resorts,3,35.31489757,33.34799856,5,https://www.agoda.com/en-gb/bellapais-monastery-village/hotel/ozankoy-cy.html,EUR
51199,18458,Hotel Sa Volta,"Miramar, 94",Es Pujols,Spain,7871,Hotels,3,38.72203134,1.45685524,2,https://www.booking.com/hotel/es/hostal-sa-volta.en-gb.html,EUR
51200,184588,Hotel Belfort,1 Rue De Belfort,Nantes,France,44000,Hotels,3,47.21121254,-1.54457487,2,http://www.booking.com/hotel/fr/belfort.en-gb.html,EUR
51201,18459,Playas del Rey,"Avenida Jaume I, 76",Santa Ponsa,Spain,2510453,Hotels,3,39.51295053,2.47751892,2,http://www.booking.com/hotel/es/playas-del-rey.en-gb.html,EUR
51202,184590,Sporthotel Neuruppin,Trenckmannstr. 14,Neuruppin,Germany,16816,Hotels,3,52.91607065,12.80456007,2,http://www.booking.com/hotel/de/sporthotel-neuruppin.en-gb.html,EUR
51203,184591,Romantik Hotel Mont Blanc au Lac,Quai du Mont Blanc au Lac,Morges,Switzerland,1110,Hotels,3,46.50776914,6.4988476,2,http://www.booking.com/hotel/ch/romantik-mont-blanc-au-lac.en-gb.html,CHF
51204,184593,Hotel Alpenlodge Etoile,Wildistrasse,Saas-Fee,Switzerland,3906,Hotels,3,46.11399021,7.93173194,2,http://www.booking.com/hotel/ch/erlebnishotel-etoile.en-gb.html,CHF
51205,184595,Hotel zum Hirschen,Dreifaltigkeitsgasse 1,Zell am See,Austria,5700,Hotels,4,47.32378148,12.79684603,2,http://www.booking.com/hotel/at/zum-hirschen.en-gb.html,EUR
51206,184596,Hotel Restaurant Olmuhle,Muhlstr. 2,Landstuhl,Germany,66849,Hotels,3,49.40745665,7.57143751,2,http://www.booking.com/hotel/de/restaurant-olmuhle.en-gb.html,EUR
51207,1845971,Hotel I Laghetti,"Strada Statale 16, numero 640",Polesella,Italy,45038,Hotels,3,44.9767543,11.75706169,2,http://www.booking.com/hotel/it/i-laghetti-polesella.en-gb.html,EUR
51208,184605,Alpenhotel Marcius,Sonnleitn 4,Sonnenalpe Nassfeld,Austria,9620,Hotels,3,46.58452151,13.25641304,2,http://www.booking.com/hotel/at/sonnleitn-hermagor.en-gb.html,EUR
51209,18461,Excel Roma Montemario,Via Degli Scolopi 31,Rome,Italy,136,Hotels,4,41.93286743,12.43339062,2,http://www.booking.com/hotel/it/excel-montemario.en-gb.html,EUR
51210,184611,Hotel Restaurant Le Goeland,Avenue Georges Pompidou,Porto-Vecchio,France,20137,Hotels,4,41.59513175,9.28434715,2,http://www.booking.com/hotel/fr/restaurant-le-goeland.en-gb.html,EUR
51211,18462,Hotel Paris,Via Firenze 57,Rome,Italy,184,Hotels,3,41.90184983,12.49439009,2,http://www.booking.com/hotel/it/paris.en-gb.html,EUR
51212,18463,Hotel Santa Maria,Vicolo Del Piede 2,Rome,Italy,153,Hotels,3,41.89035465,12.47010409,2,http://www.booking.com/hotel/it/santa-maria-roma.en-gb.html,EUR
51213,1846335,Complejo Rural las de Villadiego,Camino Real sn,Villalibado,Spain,9129,Hotels,3,42.5260527,-3.9759795,2,https://www.booking.com/hotel/es/rural-las-de-villadiego.en-gb.html,EUR
51214,1846344,Hotel Capri,Via Clara Maffei 81/83,San Benedetto del Tronto,Italy,63074,Hotels,3,42.92893464,13.89557619,2,http://www.booking.com/hotel/it/capri-san-benedetto-del-tronto.en-gb.html,EUR
51215,1846348,Miraj Resort,Opatova,Lucenec,Slovakia,,Hotels,4,48.34038948,19.68662241,2,http://www.booking.com/hotel/sk/miraj-resort.en-gb.html,EUR
51216,1846352,Central Park Hotel & Spa,"4, avenue Jean Guiton",La Rochelle,France,17000,Hotels,4,46.15891333,-1.16082335,2,http://www.booking.com/hotel/fr/central-park-amp-spa.en-gb.html,EUR
51217,184642,Landhotel Kirchberg,Eichenweg 2,Kirchberg an der Jagst,Germany,74592,Hotels,3,49.193866,9.97565567,2,http://www.booking.com/hotel/de/landhotel-kirchberg.en-gb.html,EUR
51218,184643,Hotel Reuterhof,Werdohler Str. 7,Reuterstadt Stavenhagen,Germany,17153,Hotels,3,53.68806354,12.91164458,2,http://www.booking.com/hotel/de/reterhof.en-gb.html,EUR
51219,184645,Hotel Les Playes,Hameau Des Pouteils,Villard-de-Lans,France,38250,Hotels,3,45.04759108,5.55615842,2,http://www.booking.com/hotel/fr/les-playes.en-gb.html,EUR
51220,184646,ibis Nancy-Brabois,Allee de Bourgogne,Vandoeuvre-les-Nancy,France,54500,Hotels,3,48.65076635,6.14517689,2,http://www.booking.com/hotel/fr/ibis-nancy-brabois.en-gb.html,EUR
51221,184648,La Maison De Lucie,44 Rue Des Capucins,Honfleur,France,14600,Hotels,3,49.42175338,0.22968963,2,http://www.booking.com/hotel/fr/la-maison-de-lucie.en-gb.html,EUR
51222,18465,Hotel Flora,"Calle Larga XXII Marzo, San Marco 2283/A",Venice,Italy,30124,Hotels,3,45.43245496,12.33429573,2,http://www.booking.com/hotel/it/flora-venezia.en-gb.html,EUR
51223,1846527,Hotel Obecna Skola,Svaty Jan pod Skalou 6,Svaty Jan pod Skalou,Czech Republic,,Hotels,3,49.96840814,14.1325588,2,http://www.booking.com/hotel/cz/obecna-skola.en-gb.html,EUR
51224,1846533,Castel Transilvania,"Str. Mihai Eminescu, Nr.136i",Baia Mare,Romania,430395,Hotels,4,47.63735014,23.59582438,2,http://www.booking.com/hotel/ro/castel-transilvania.en-gb.html,RON
51225,184655,Chambellan Morgane,6 rue Kepler,Paris,France,75016,Hotels,3,48.86966339,2.29748569,2,http://www.booking.com/hotel/fr/chambellan-morgane.en-gb.html,EUR
51226,184658,Hotel Premium,Avenue Verrerie Sophie,Forbach,France,57600,Hotels,2,49.19321745,6.92960501,2,http://www.booking.com/hotel/fr/premium.en-gb.html,EUR
51227,184659,Hotel Restaurant Le Dauphin,"7, Rue Des Moulins",Saint-Pierre-des-Nids,France,53370,Hotels,2,48.4000414,-0.09810448,2,http://www.booking.com/hotel/fr/restaurant-le-dauphin.en-gb.html,EUR
51228,184664,Familien- & Vitalhotel Auenhof,Auenweg 14,Fulpmes,Austria,6166,Hotels,4,47.1431808,11.34468466,2,http://www.booking.com/hotel/at/familien-vital-auenhof.en-gb.html,EUR
51229,184665,Hotel du Lion d'Or,12 rue Richelieu,Cauterets,France,65110,Hotels,3,42.88910863,-0.11287004,2,http://www.booking.com/hotel/fr/du-lion-d-or-cauterets.en-gb.html,EUR
51230,184675,Hotel garni Hopfengold,Preysingstr. 53,Wolnzach,Germany,85283,Hotels,3,48.59873507,11.62998587,2,http://www.booking.com/hotel/de/garni-hopfengold.en-gb.html,EUR
51231,184678,Golden Tulip Amneville,"Rue De Leurope, Parc De Coulange",Amneville,France,57360,Hotels,4,49.24427056,6.13188386,2,http://www.booking.com/hotel/fr/amneville-plaza.en-gb.html,EUR
51232,184682,Hotel Chalet Royal,Route du magrappe 49,Veysonnaz,Switzerland,1993,Hotels,3,46.19627305,7.3407957,2,http://www.booking.com/hotel/ch/chalet-royal.en-gb.html,CHF
51233,18469,taCH Madrid Airport,"Timon, 35",Madrid,Spain,28042,Hotels,4,40.47293605,-3.5854087,2,http://www.booking.com/hotel/es/tach-by-clementhoteles.en-gb.html,EUR
51234,18470,Thalassi Hotel,Sfakaki,Sfakaki,Greece,74100,Hotels,3,35.38327266,24.59111989,2,http://www.booking.com/hotel/gr/astrid-apart.en-gb.html,EUR
51235,184706,Hotel Schrofenstein,Malser Strasse 31,Landeck,Austria,6500,Hotels,4,47.1386854,10.56632504,2,http://www.booking.com/hotel/at/schrofenstein.en-gb.html,EUR
51236,1847068,Terra Blue Santorini,Kamari,Santorini,Greece,84700,Hotels,3,36.37131882,25.47779083,5,https://www.agoda.com/en-gb/terra-blue-santorini/hotel/santorini-gr.html,EUR
51237,184708,Hotel Stulzis,Omesberg 312,Lech am Arlberg,Austria,6764,Hotels,3,47.20599448,10.13916314,2,http://www.booking.com/hotel/at/stulzis.en-gb.html,EUR
51238,18471,Dimosthenis,Kountourioti 17,Goumenissa,Greece,61300,Hotels,3,40.94517394,22.44916677,2,http://www.booking.com/hotel/gr/dimosthenis.en-gb.html,EUR
51239,1847116,Hotel Arlino,"Via Biella, 11",Rimini,Italy,47924,Hotels,3,44.03545665,12.61497953,2,http://www.booking.com/hotel/it/arlino.en-gb.html,EUR
51240,184716,Auberge de L'Echauguette,Catinat,Mont-Dauphin,France,5600,Hotels,2,44.669732,6.6243171,2,http://www.booking.com/hotel/fr/auberge-de-l-ecchauguette.en-gb.html,EUR
51241,184717,Hotel Le Chabichou,Rue des Chenus,Courchevel,France,73120,Hotels,4,45.41597393,6.6301471,2,http://www.booking.com/hotel/fr/le-chabichou.en-gb.html,EUR
51242,184757,Hotel The Originals La Roche-sur-Yon Est Le Moulin Neuf (ex Inter-Hotel),Au Bord Du Lac,Chantonnay,France,85110,Hotels,3,46.65775052,-1.06531978,2,http://www.booking.com/hotel/fr/le-moulin-neuf.en-gb.html,EUR
51243,1847578,Hotel Romantico,via Trieste 8,Gabicce Mare,Italy,61011,Hotels,3,43.96701166,12.75239851,2,http://www.booking.com/hotel/it/hotel-romantico.en-gb.html,EUR
51244,184760,Hotel Garni Chesa Mulin,Via da Mulin 15,Pontresina,Switzerland,7504,Hotels,3,46.48879031,9.90502909,2,http://www.booking.com/hotel/ch/garni-chesa-mulin.en-gb.html,CHF
51245,184764,Blc Design Hotel,"4, Rue Richard Lenoir",Paris,France,75011,Hotels,3,48.85429806,2.38257945,2,http://www.booking.com/hotel/fr/blc-design.en-gb.html,EUR
51246,184768,Hotel am Buschkrugpark,Buschkrugallee 107,Berlin,Germany,12359,Hotels,2,52.45441413,13.45121384,2,http://www.booking.com/hotel/de/am-buschkrugpark.en-gb.html,EUR
51247,1847872,Hotel La Cantuena - Adults Only,"Autovia de Toledo, Km 18.700",Fuenlabrada,Spain,28946,Hotels,4,40.25960356,-3.76187773,2,http://www.booking.com/hotel/es/la-cantuena.en-gb.html,EUR
51248,1847925,Sol Mirador de Calas - Mallorca - All Inclusive,Cala Antena,Majorca,Spain,7689,Hotels,4,39.46540833,3.281620026,5,https://www.agoda.com/en-gb/sol-mirador-de-calas-mallorca-all-inclusive/hotel/majorca-es.html,EUR
51249,184797,Alte Post,Feistritz an der Gail 19,Feistritz an der Gail,Austria,9613,Hotels,3,46.57404055,13.60375375,2,http://www.booking.com/hotel/at/alte-post-feistritz-an-der-gail.en-gb.html,EUR
51250,184802,Hotel Le Petit Chomel,15 rue Chomel,Paris,France,75007,Hotels,3,48.85199225,2.32543632,2,http://www.booking.com/hotel/fr/chomel.en-gb.html,EUR
51251,184803,Das Nikolai Hotel,Nikolai Str. 9,Munich,Germany,80802,Hotels,4,48.1590731,11.58645228,2,http://www.booking.com/hotel/de/das-nikolai.en-gb.html,EUR
51252,184805,Hotel Konradin,Kuhtai,Kuhtai,Austria,6183,Hotels,4,47.21365444,11.02197468,2,http://www.booking.com/hotel/at/konradin.en-gb.html,EUR
51253,184807,Kultur & SPA Hotel Das Gotzfried,Wutzlhofen 1,Regensburg,Germany,93057,Hotels,4,49.04900057,12.12200224,2,http://www.booking.com/hotel/de/kultur-seminar-spa-das-gotzfried.en-gb.html,EUR
51254,184808,Hotel Neptune,92 Avenue Francis Tonner,Cannes,France,6150,Hotels,2,43.54966009,6.97576046,2,http://www.booking.com/hotel/fr/neptune.en-gb.html,EUR
51255,1848224,Landhaus Bennstedt,Eisdorfer Str. 12,Salzatal,Germany,6198,Hotels,3,51.47800827,11.82423973,5,https://www.agoda.com/en-gb/landhaus-bennstedt/hotel/salzatal-de.html,EUR
51256,184843,Hotel Pinzger,Lanersbach 415,Tux,Austria,6293,Hotels,3,47.15567068,11.72756195,2,http://www.booking.com/hotel/at/sportpension-pinzger.en-gb.html,EUR
51257,184847,Hotel Mont Rouge,Route de la telecabine,Nendaz,Switzerland,1997,Hotels,3,46.18241551,7.29598403,2,http://www.booking.com/hotel/ch/mont-rouge.en-gb.html,CHF
51258,184854,Hotel Almrausch,Fruhlingstr. 5,Bad Reichenhall,Germany,83435,Hotels,3,47.73095848,12.87968069,2,http://www.booking.com/hotel/de/almrausch.en-gb.html,EUR
